584	18.1	19.4	1.3	NP_60	331542	331742	-281	+	DNAREP1_DSim	RC/Helitron	125	361	-331	182	200
1872	1.9	0	0	NP_60	108526	108731	-223292	C	BLOOD_LTR	LTR/Gypsy	0	399	194	61	205
656	26.7	1.9	4.4	NP_60	127959	128166	-203857	+	NOMAD_LTR	LTR/Gypsy	316	518	0	66	207
1788	0.9	1.9	1.4	NP_60	186253	186466	-145557	+	ACCORD2_LTR	LTR/Gypsy	1	215	0	88	213
1136	8.7	1.4	0.9	NP_60	171290	171508	-160515	+	MDG1_I	LTR/Gypsy	6393	6594	-2	81	218
672	23.2	2.6	4.3	NP_60	98534	98754	-233269	+	Gypsy-3_DSe-LTR	LTR/Gypsy	188	518	0	47	220
1737	1.8	12.2	0	NP_60	10174	10395	-321628	+	Gypsy-1_DSe-I	LTR/Gypsy	3818	4066	-2362	9	221
1465	5.8	0.5	1.4	NP_60	168700	168921	-163102	C	MDG1_I	LTR/Gypsy	-1644	4952	4746	82	221
1918	1.4	1.4	0	NP_60	213618	213839	-118184	C	R1_DSe	Non-LTR_retrotransposon/R1	-1624	3793	3569	103	221
439	24.4	15.7	0.7	NP_60	127576	127800	-204223	+	Gypsy-3_DSe-LTR	LTR/Gypsy	114	377	-2	65	224
1194	11.4	10.1	3.7	NP_60	171490	171716	-160307	+	MDG1_LTR	LTR/Gypsy	1	241	-201	83	226
1527	9.7	2.2	0	NP_60	28281	28508	-303515	C	MDG1_I	LTR/Gypsy	-5544	1052	820	14	227
1044	11.5	23	1.2	NP_60	268739	268984	-63039	+	Gypsy8_I	LTR/Gypsy	3029	3328	-1019	144	245
1327	10.4	0.4	11.2	NP_60	97455	97702	-234321	C	DIVER_LTR	LTR/Pao	0	224	1	54	247
1012	18.4	5.2	6.1	NP_60	94713	94961	-237062	+	Gypsy-3_DSe-I	LTR/Gypsy	1	247	-7126	47	248
2275	0	0.8	0	NP_60	19345	19595	-312428	+	Gypsy-2_DSe-LTR	LTR/Gypsy	1	253	0	11	250
2256	0.4	0.8	0	NP_60	25962	26212	-305811	+	Gypsy-2_DSe-LTR	LTR/Gypsy	1	253	0	11	250
2014	4.8	0.4	0	NP_60	183243	183494	-148529	+	Gypsy-13_DSim-I	LTR/Gypsy	4141	4393	-1051	85	251
2297	2.6	0.4	0	NP_60	273869	274132	-57891	C	R1_DM	Non-LTR_retrotransposon/R1	-7	5349	5085	149	263
1974	3.7	6.6	0.3	NP_60	114644	114908	-217115	+	QUASIMODO2-LTR_DM	LTR/Gypsy	217	498	0	62	264
1296	8.7	0.7	7	NP_60	78929	79196	-252827	+	Gypsy-3_DSe-LTR	LTR/Gypsy	1	379	0	47	267
1304	8	0.4	7	NP_60	86612	86880	-245143	+	Gypsy-3_DSe-LTR	LTR/Gypsy	1	379	0	47	268
1278	7.9	0.5	7.7	NP_60	94293	94562	-237461	+	Gypsy-3_DSe-LTR	LTR/Gypsy	1	379	0	47	269
1741	3.4	0.4	14.3	NP_60	236820	237090	-94933	+	DM412B_LTR	LTR/Gypsy	2	239	-332	130	270
1034	19.3	6.4	2	NP_60	195915	196203	-135820	+	Gypsy-31_DEl-I	LTR/Gypsy	397	691	-6135	93	288
1620	8.4	2.8	5.3	NP_60	44932	45221	-286802	C	BATUMI_I	LTR/Pao	-679	7284	7002	25	289
1380	16.6	5.1	1.3	NP_60	128351	128644	-203379	+	DM412B_LTR	LTR/Gypsy	161	465	-106	68	293
2604	2.4	0	0	NP_60	18941	19235	-312788	+	Gypsy-2_DSe-I	LTR/Gypsy	6063	6357	-71	11	294
505	25.6	6.2	4.3	NP_60	5738	6036	-325987	+	Gypsy-10_DMoj-LTR	LTR/Gypsy	1967	2476	-550	7	298
752	4.2	1.8	2.3	NP_60	36163	36463	-295560	C	15mer_SAT	Satellite/Satellite	0	299	1	19	300
1168	10.9	17.6	5.1	NP_60	7029	7346	-324677	+	Gypsy-1_DSe-LTR	LTR/Gypsy	3	358	0	9	317
