12076	20.6	2	0.7	NP_60	1	2691	-420284	+	Gypsy5_I	LTR/Gypsy	916	3642	-2867	1	2690
1564	3	0.5	1	NP_60	53195	53396	-369579	C	DM1731_LTR	LTR/Copia	-135	201	1	25	201
1564	3	0.5	1	NP_60	57379	57580	-365395	C	DM1731_LTR	LTR/Copia	-135	201	1	26	201
1638	3.5	0	0	NP_60	148321	148523	-274452	+	Copia1-LTR_DM	LTR/Copia	1	203	0	84	202
1638	3.5	0	0	NP_60	152642	152844	-270131	+	Copia1-LTR_DM	LTR/Copia	1	203	0	84	202
743	28.2	0.1	0.5	NP_60	79462	79665	-343310	C	Gypsy2_I	LTR/Gypsy	-1124	5011	4835	40	203
743	28.2	0.1	0.5	NP_60	115843	116046	-306929	C	Gypsy2_I	LTR/Gypsy	-1124	5011	4835	63	203
594	26.2	1.9	4.4	NP_60	264567	264774	-158201	+	NOMAD_LTR	LTR/Gypsy	316	518	0	132	207
1574	3.4	0	0	NP_60	281383	281591	-141384	C	MDG1_I	LTR/Gypsy	-3125	3471	3263	144	208
1746	0.9	0.9	1.4	NP_60	305972	306187	-116788	+	ACCORD2_LTR	LTR/Gypsy	1	215	0	154	215
391	31.8	1.8	0.5	NP_60	142262	142479	-280496	+	Gypsy-10_DMoj-LTR	LTR/Gypsy	2254	2474	-552	81	217
594	24	2.2	3.9	NP_60	256580	256800	-166175	+	NOMAD_LTR	LTR/Gypsy	188	518	0	132	220
1038	12.2	11.2	4.2	NP_60	339268	339490	-83485	C	R1_DSi	Non-LTR_retrotransposon/R1	-5170	264	27	170	222
398	32	1.8	0.4	NP_60	14693	14918	-408057	+	Gypsy-10_DMoj-LTR	LTR/Gypsy	2246	2474	-552	12	225
1606	2.6	11.9	0	NP_60	146599	146824	-276151	+	Gypsy-1_DSe-I	LTR/Gypsy	3816	4068	-2360	83	225
1395	9.7	2.2	0	NP_60	155650	155876	-267099	C	MDG1_I	LTR/Gypsy	-5544	1052	821	87	226
1424	2.5	0	16.6	NP_60	327235	327468	-95507	C	DM412B_LTR	LTR/Gypsy	-371	200	1	162	233
355	24.1	8.9	6.6	NP_60	79947	80182	-342793	+	ACCORD_I	LTR/Gypsy	1986	2163	-4125	41	235
355	24.1	8.9	6.6	NP_60	116329	116564	-306411	+	ACCORD_I	LTR/Gypsy	1986	2163	-4125	64	235
1005	11.5	23	1.2	NP_60	370880	371127	-51848	+	Gypsy8_I	LTR/Gypsy	3027	3328	-1019	189	247
925	19.2	2.6	2.4	NP_60	315695	315943	-107032	+	Gypsy-31_DEl-I	LTR/Gypsy	397	639	-6187	159	248
1210	9.6	0.4	12.5	NP_60	255492	255742	-167233	C	DIVER_LTR	LTR/Pao	0	224	1	130	250
