936	15.3	5.3	5.8	NP_61	296092	296293	-174666	+	NOMAD_LTR	LTR/Gypsy	188	518	0	158	201
1713	4.8	0.5	0	NP_61	157490	157695	-313264	+	Chimpo_LTR	LTR/Gypsy	1	207	0	101	205
1713	4.8	0.5	0	NP_61	161723	161928	-309031	+	Chimpo_LTR	LTR/Gypsy	1	207	0	101	205
241	28.7	5.8	5.3	NP_61	264055	264260	-206699	+	ZAM_I	LTR/Gypsy	6955	7161	-329	139	205
1844	1.9	0	0.5	NP_61	161929	162138	-308821	+	Gypsy-7_DSe-LTR	LTR/Gypsy	50	258	0	100	209
615	20.4	9.1	4.6	NP_61	357889	358098	-112861	C	R1_DSi	Non-LTR_retrotransposon/R1	-5105	251	33	184	209
473	28.2	2.4	0.9	NP_61	262157	262367	-208592	+	Gypsy-5_DSim-I	LTR/Gypsy	4130	4343	-2166	136	210
794	14.8	17.4	1.2	NP_61	285248	285459	-185500	+	GTWIN_I	LTR/Gypsy	62	307	-6200	155	211
592	18.1	4.9	8.8	NP_61	416448	416664	-54295	C	R1_DSi	Non-LTR_retrotransposon/R1	-5279	234	9	221	216
786	9.2	1.8	21.1	NP_61	424799	425018	-45941	C	R1_DSi	Non-LTR_retrotransposon/R1	-1297	4137	3953	228	219
2040	0	0	0	NP_61	89375	89596	-381363	+	ROO_I	LTR/Pao	6173	6394	-1862	59	221
1671	8.6	0	0	NP_61	295399	295620	-175339	+	ZAM_I	LTR/Gypsy	424	645	-6845	157	221
461	23	16.6	0.9	NP_61	339960	340183	-130776	+	Gypsy-3_DSe-LTR	LTR/Gypsy	114	377	-2	178	223
1028	14.7	11.2	2.9	NP_61	394271	394494	-76465	C	R1_DSi	Non-LTR_retrotransposon/R1	-5170	264	23	204	223
1063	13.4	12.5	0.4	NP_61	429469	429692	-41267	C	R1_DSi	Non-LTR_retrotransposon/R1	-3947	1487	1237	234	223
472	23.4	16	0.9	NP_61	304658	304882	-166077	+	Gypsy-3_DSe-LTR	LTR/Gypsy	114	377	-2	161	224
1633	3.6	0.1	0.4	NP_61	21353	21578	-449381	+	Gypsy-13_DSim-LTR	LTR/Gypsy	1	221	-83	10	225
1673	2.6	0.1	0.4	NP_61	355162	355387	-115572	+	Gypsy-13_DSim-LTR	LTR/Gypsy	1	221	-83	182	225
1646	3.1	0.1	0.4	NP_61	392353	392578	-78381	+	Gypsy-13_DSim-LTR	LTR/Gypsy	1	221	-83	200	225
1276	4.8	0.4	19.6	NP_61	452874	453104	-17855	+	Gypsy-8_DSim-I	LTR/Gypsy	5179	5372	-40	249	230
1090	13.9	11.3	3.9	NP_61	63561	63799	-407160	+	R1_DSi	Non-LTR_retrotransposon/R1	9	264	-5170	45	238
1081	12.7	12.1	5.1	NP_61	396500	396739	-74220	C	R1_DSi	Non-LTR_retrotransposon/R1	-5170	264	9	206	239
1035	13.6	12.1	5.1	NP_61	423562	423801	-47158	C	R1_DSi	Non-LTR_retrotransposon/R1	-5170	264	9	228	239
1084	13.1	11.6	5.1	NP_61	413645	413885	-57074	C	R1_DSi	Non-LTR_retrotransposon/R1	-5170	264	9	218	240
905	10.4	10.8	16.1	NP_61	464026	464266	-6693	C	DNAREP1_DSim	RC/Helitron	-158	534	305	257	240
1147	12.6	11.2	5.1	NP_61	61024	61265	-409694	+	R1_DSi	Non-LTR_retrotransposon/R1	9	264	-5170	42	241
1152	12.6	10.7	5.1	NP_61	43859	44101	-426858	C	R1_DSi	Non-LTR_retrotransposon/R1	-5170	264	9	27	242
