948	2.9	42.1	0	NP_61	6420	6621	-422502	+	Gypsy4_LTR	LTR/Gypsy	1	287	0	9	201
782	16.7	6.5	7.2	NP_61	301024	301226	-127897	+	NOMAD_LTR	LTR/Gypsy	188	518	0	159	202
1713	4.8	0.5	0	NP_61	150879	151084	-278039	+	Chimpo_LTR	LTR/Gypsy	1	207	0	99	205
1713	4.8	0.5	0	NP_61	155110	155315	-273808	+	Chimpo_LTR	LTR/Gypsy	1	207	0	99	205
1609	6.8	0.5	0.5	NP_61	21719	21925	-407198	+	Chimpo_LTR	LTR/Gypsy	1	207	0	11	206
1609	6.8	0.5	0.5	NP_61	25977	26183	-402940	+	Chimpo_LTR	LTR/Gypsy	1	207	0	11	206
1593	7.3	0.5	0.5	NP_61	88009	88215	-340908	+	Chimpo_LTR	LTR/Gypsy	1	207	0	56	206
243	28.6	5.3	5.3	NP_61	267127	267333	-161790	+	ZAM_I	LTR/Gypsy	6955	7161	-329	138	206
692	19	3.8	3.1	NP_61	371532	371740	-57383	C	R1_DSi	Non-LTR_retrotransposon/R1	-5105	251	25	204	208
1844	1.9	0	0.5	NP_61	155316	155525	-273598	+	Gypsy-7_DSe-LTR	LTR/Gypsy	50	258	0	98	209
1368	12.8	0.5	0	NP_61	74318	74528	-354595	+	R1_DM	Non-LTR_retrotransposon/R1	309	520	-4836	49	210
1699	8.1	0	0	NP_61	300330	300551	-128572	+	ZAM_I	LTR/Gypsy	424	645	-6845	158	221
1935	1.8	0.5	0	NP_61	320748	320970	-108153	+	NINJA_I	LTR/Pao	4886	5109	-902	166	222
1128	12.6	11.2	4.2	NP_61	368852	369074	-60049	C	R1_DSi	Non-LTR_retrotransposon/R1	-5170	264	27	202	222
1628	3.6	0.1	0.4	NP_61	26356	26581	-402542	+	Gypsy-13_DSim-LTR	LTR/Gypsy	1	221	-83	12	225
1088	12.6	10.5	6.3	NP_61	388929	389157	-39966	C	R1_DSi	Non-LTR_retrotransposon/R1	-5170	264	27	219	228
1252	5.4	0.4	19.6	NP_61	403562	403792	-25331	+	Gypsy-8_DSim-I	LTR/Gypsy	5179	5372	-40	240	230
423	22.9	17.5	0.9	NP_61	309470	309706	-119417	+	Gypsy-3_DSe-LTR	LTR/Gypsy	96	377	-2	162	236
437	25	15.3	0.9	NP_61	300613	300850	-128273	+	Gypsy-3_DSe-LTR	LTR/Gypsy	100	377	-2	160	237
1999	3.8	0	0	NP_61	356460	356698	-72425	C	R1_DSi	Non-LTR_retrotransposon/R1	-4350	1084	846	191	238
