1870	0.9	0.9	1.4	NP_60	13721	13936	-124077	+	ACCORD2_LTR	LTR/Gypsy	1	215	0	5	215
976	13.5	14.7	3.9	NP_60	47149	47380	-90633	C	R1_DSi	Non-LTR_retrotransposon/R1	-5170	264	9	24	231
1541	2.5	0	16.6	NP_60	34939	35172	-102841	C	DM412B_LTR	LTR/Gypsy	-371	200	1	13	233
1097	11.5	23	1.2	NP_60	86211	86458	-51555	+	Gypsy8_I	LTR/Gypsy	3027	3328	-1019	39	247
1998	4.8	0.8	0	NP_60	10713	10963	-127050	+	Gypsy-13_DSim-I	LTR/Gypsy	4141	4393	-1051	2	250
2182	5	1.1	0.7	NP_60	26529	26808	-111205	C	DM412B_LTR	LTR/Gypsy	-89	482	202	12	279
1047	18	4.8	11	NP_60	23418	23716	-114297	+	Gypsy-31_DEl-I	LTR/Gypsy	157	664	-6162	10	298
2739	2.2	0	0	NP_60	60350	60663	-77350	C	R1_DSi	Non-LTR_retrotransposon/R1	-1683	3751	3438	30	313
1148	16.9	7.3	8	NP_60	43494	43834	-94179	+	Gypsy8_I	LTR/Gypsy	2990	3328	-1019	20	340
1509	17.9	7.7	1.9	NP_60	22883	23234	-114779	+	Gypsy-1_DSim-I	LTR/Gypsy	5997	6368	-60	9	351
3332	0	0	0	NP_60	59996	60349	-77664	C	ROO_LTR	LTR/Pao	-56	372	19	29	353
2463	8.8	5.4	2.1	NP_60	10340	10712	-127301	+	DIVER2_LTR	LTR/Pao	1	385	0	3	372
3146	4.5	0.5	0	NP_60	16374	16750	-121263	C	STALKER4_LTR	LTR/Gypsy	-23	379	1	7	376
1002	11.9	8.5	19.5	NP_60	132842	133220	-4793	C	DNAREP1_DSim	RC/Helitron	-20	773	267	68	378
1802	11.7	4.9	9.9	NP_60	103286	103676	-34337	+	Gypsy8_I	LTR/Gypsy	2956	3328	-1019	48	390
3027	4.6	3.3	0	NP_60	116644	117034	-20979	+	Gypsy-8_DSim-I	LTR/Gypsy	1069	1472	-3940	60	390
3300	4.6	2.5	0	NP_60	116212	116644	-21369	+	Gypsy-8_DSim-I	LTR/Gypsy	2001	2444	-2968	59	432
2940	3.1	4.1	4.8	NP_60	46081	46521	-91492	C	R1_DSi	Non-LTR_retrotransposon/R1	-3162	2272	1835	23	440
2014	16.4	5.3	1.3	NP_60	135028	135476	-2537	C	DNAREP1_DSim	RC/Helitron	-92	701	254	70	448
1944	7.7	9.9	7.1	NP_60	137070	137531	-482	C	DNAREP1_DM	RC/Helitron	0	692	1	71	461
3194	10.3	1.2	0.6	NP_60	131970	132448	-5565	+	DM412B_LTR	LTR/Gypsy	1	482	-89	67	478
2692	11.4	0.6	9.3	NP_60	48932	49435	-88578	+	Gypsy8_I	LTR/Gypsy	2865	3328	-1019	25	503
