2151	11.1	7.2	1.4	NP_61	1	347	-457810	C	DNAREP1_DSim	RC/Helitron	-325	367	1	1	346
948	2.9	42.1	0	NP_61	25140	25341	-432816	+	Gypsy4_LTR	LTR/Gypsy	1	287	0	18	201
767	17.6	6.5	7.2	NP_61	325259	325461	-132696	+	NOMAD_LTR	LTR/Gypsy	188	518	0	165	202
1713	4.8	0.5	0	NP_61	189940	190145	-268012	+	Chimpo_LTR	LTR/Gypsy	1	207	0	107	205
1713	4.8	0.5	0	NP_61	194176	194381	-263776	+	Chimpo_LTR	LTR/Gypsy	1	207	0	107	205
243	28.6	5.3	5.3	NP_61	290766	290972	-167185	+	TIRANT_I	LTR/Gypsy	6955	7161	-329	145	206
1844	1.9	0	0.5	NP_61	194382	194591	-263566	+	Gypsy-7_DSe-LTR	LTR/Gypsy	50	258	0	106	209
514	28.1	1.9	0.9	NP_61	288867	289078	-169079	+	Gypsy-5_DSim-I	LTR/Gypsy	4130	4343	-2166	143	211
1502	7	10.2	0.4	NP_61	14954	15169	-442988	C	G5A_DM	Non-LTR_retrotransposon/Jockey	-2449	392	156	7	215
1699	8.1	0	0	NP_61	324563	324784	-133373	+	ZAM_I	LTR/Gypsy	424	645	-6845	164	221
1115	12.6	11.2	4.2	NP_61	383075	383297	-74860	C	R1_DSi	Non-LTR_retrotransposon/R1	-5170	264	27	201	222
1097	13.1	11.2	4.2	NP_61	385576	385798	-72359	C	R1_DSi	Non-LTR_retrotransposon/R1	-5170	264	27	206	222
1072	13.6	11.2	4.2	NP_61	389960	390182	-67975	C	R1_DSi	Non-LTR_retrotransposon/R1	-5170	264	27	215	222
428	27.5	2.7	3.6	NP_61	18492	18715	-439442	+	Gypsy_I	LTR/Gypsy	5793	5982	-1180	8	223
1098	12.6	11.2	4.6	NP_61	391841	392064	-66093	C	R1_DSi	Non-LTR_retrotransposon/R1	-5170	264	27	220	223
1073	13.1	11.1	5	NP_61	401278	401502	-56655	C	R1_DSi	Non-LTR_retrotransposon/R1	-5170	264	27	226	224
1633	3.6	0.1	0.4	NP_61	40859	41084	-417073	+	Gypsy-13_DSim-LTR	LTR/Gypsy	1	221	-83	20	225
1070	21.5	0.4	1.3	NP_61	453896	454121	-4036	+	Gypsy3_LTR	LTR/Gypsy	169	392	-6	255	225
447	25.4	14.7	0.9	NP_61	324846	325084	-133073	+	Gypsy-3_DSe-LTR	LTR/Gypsy	100	377	-2	166	238
444	23.4	16.8	0.8	NP_61	333728	333966	-124191	+	Gypsy-3_DSe-LTR	LTR/Gypsy	96	377	-2	168	238
1152	12.6	10.7	5.1	NP_61	63589	63831	-394326	C	R1_DSi	Non-LTR_retrotransposon/R1	-5170	264	9	37	242
1107	13.9	10.7	5.1	NP_61	102961	103203	-354954	C	R1_DSi	Non-LTR_retrotransposon/R1	-5170	264	9	64	242
1055	13.9	10.7	5.5	NP_61	349266	349509	-108648	C	R1_DSi	Non-LTR_retrotransposon/R1	-5170	264	9	176	243
1055	13.9	10.7	5.5	NP_61	351200	351443	-106714	C	R1_DSi	Non-LTR_retrotransposon/R1	-5170	264	9	180	243
1088	13.8	10.2	5.1	NP_61	363762	364005	-94152	C	R1_DSi	Non-LTR_retrotransposon/R1	-5170	264	9	189	243
1088	13.8	10.2	5.1	NP_61	366298	366541	-91616	C	R1_DSi	Non-LTR_retrotransposon/R1	-5170	264	9	192	243
1082	13.4	10.7	5.5	NP_61	371357	371600	-86557	C	R1_DSi	Non-LTR_retrotransposon/R1	-5170	264	9	197	243
1107	13	10.7	5.5	NP_61	387456	387699	-70458	C	R1_DSi	Non-LTR_retrotransposon/R1	-5170	264	9	211	243
1308	11.3	0.4	11.2	NP_61	151547	151794	-306363	C	DIVER_LTR	LTR/Pao	0	224	1	87	247
1631	5.7	0.6	0.7	NP_61	346611	346859	-111298	+	Gypsy-13_DSim-LTR	LTR/Gypsy	1	314	-457	172	248
795	15.8	24	1	NP_61	311956	312205	-145952	+	GTWIN_I	LTR/Gypsy	1	307	-6200	161	249
576	20.7	15.6	2	NP_61	457628	457877	-280	+	DNAREP1_DSim	RC/Helitron	125	555	-39	258	249
2310	0.8	0.4	0	NP_61	135152	135403	-322754	+	Gypsy-2_DSe-LTR	LTR/Gypsy	1	253	0	84	251
2320	0.4	0.4	0	NP_61	141819	142070	-316087	+	Gypsy-2_DSe-LTR	LTR/Gypsy	1	253	0	84	251
2163	2.8	0	0.4	NP_61	61571	61824	-396333	C	Gypsy-8_DSe-LTR	LTR/Gypsy	0	288	36	30	253
1068	8	4	7.1	NP_61	405073	405332	-52825	+	DM412	LTR/Gypsy	1	379	0	231	259
1131	17.9	1.9	8.5	NP_61	124107	124369	-333788	+	Gypsy-3_DSe-I	LTR/Gypsy	1	247	-7126	76	262
1166	16.6	1.9	8.5	NP_61	405463	405725	-52432	+	GTWIN_I	LTR/Gypsy	1	247	-7126	231	262
1986	4	2.3	4.7	NP_61	351477	351740	-106417	+	BLOOD_LTR	LTR/Gypsy	1	258	-141	182	263
1298	8.9	0	6.8	NP_61	115969	116238	-341919	+	Gypsy-3_DSe-LTR	LTR/Gypsy	1	379	0	76	269
1301	9	0.4	7.3	NP_61	123686	123955	-334202	+	Gypsy-3_DSe-LTR	LTR/Gypsy	1	379	0	76	269
1726	9.8	11.7	0	NP_61	65234	65507	-392650	C	R1_DM	Non-LTR_retrotransposon/R1	-4742	614	309	39	273
1920	10.6	0	0	NP_61	77708	77981	-380176	C	R1_DM	Non-LTR_retrotransposon/R1	-4742	614	341	48	273
1920	10.6	0	0	NP_61	104603	104876	-353281	C	R1_DM	Non-LTR_retrotransposon/R1	-4742	614	341	66	273
1902	9.5	1.4	1.4	NP_61	248171	248449	-209708	C	R1_DM	Non-LTR_retrotransposon/R1	-4743	613	335	126	278
1991	9.7	0	0	NP_61	252256	252534	-205623	C	R1_DM	Non-LTR_retrotransposon/R1	-4743	613	335	128	278
1988	10	0	0	NP_61	256327	256605	-201552	C	R1_DM	Non-LTR_retrotransposon/R1	-4743	613	335	130	278
2526	2.1	0.3	0	NP_61	30960	31245	-426912	+	Gypsy4_LTR	LTR/Gypsy	1	287	0	18	285
2081	4.7	1.3	0	NP_61	75918	76206	-381951	+	DM412B_LTR	LTR/Gypsy	139	482	-89	45	288
2106	4.3	1.3	0	NP_61	105702	105990	-352167	C	DM412B_LTR	LTR/Gypsy	-89	482	139	69	288
1888	11.4	4.2	0	NP_61	387178	387466	-70691	C	R1_DM	Non-LTR_retrotransposon/R1	-4747	609	309	210	288
1888	11.4	4.2	0	NP_61	391563	391851	-66306	C	R1_DM	Non-LTR_retrotransposon/R1	-4747	609	309	219	288
1901	11.4	4.1	0	NP_61	363483	363772	-94385	C	R1_DM	Non-LTR_retrotransposon/R1	-4746	610	309	188	289
